PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,Age_imputed,CabinDeck,TicketCount_x,TicketCount_y,TicketCount,Fare_outlier,Fare_capped,AgeGroup,Sex_numeric
512,0,3,male,,0,0,8.05,S,1,True,25.0,Unknown,1,1,1,False,8.05,YoungAdult,0
513,1,1,male,36.0,0,0,26.2875,S,1,True,36.0,E,1,1,1,False,26.2875,Adult,0
514,1,1,female,54.0,1,0,59.4,C,2,False,54.0,Unknown,1,1,1,False,59.4,Adult,1
515,0,3,male,24.0,0,0,7.4958,S,1,True,24.0,Unknown,1,1,1,False,7.4958,YoungAdult,0
516,0,1,male,47.0,0,0,34.0208,S,1,True,47.0,D,1,1,1,False,34.0208,Adult,0
517,1,2,female,34.0,0,0,10.5,S,1,True,34.0,F,1,1,1,False,10.5,Adult,1
518,0,3,male,,0,0,24.15,Q,1,True,25.0,Unknown,3,3,3,False,24.15,YoungAdult,0
519,1,2,female,36.0,1,0,26.0,S,2,False,36.0,Unknown,1,1,1,False,26.0,Adult,1
520,0,3,male,32.0,0,0,7.8958,S,1,True,32.0,Unknown,1,1,1,False,7.8958,Adult,0
521,1,1,female,30.0,0,0,93.5,S,1,True,30.0,B,2,2,2,False,93.5,YoungAdult,1
522,0,3,male,22.0,0,0,7.8958,S,1,True,22.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
523,0,3,male,,0,0,7.225,C,1,True,25.0,Unknown,1,1,1,False,7.225,YoungAdult,0
524,1,1,female,44.0,0,1,57.9792,C,2,False,44.0,B,2,2,2,False,57.9792,Adult,1
525,0,3,male,,0,0,7.2292,C,1,True,25.0,Unknown,1,1,1,False,7.2292,YoungAdult,0
526,0,3,male,40.5,0,0,7.75,Q,1,True,40.5,Unknown,1,1,1,False,7.75,Adult,0
527,1,2,female,50.0,0,0,10.5,S,1,True,50.0,Unknown,1,1,1,False,10.5,Adult,1
528,0,1,male,,0,0,221.7792,S,1,True,40.0,C,1,1,1,False,221.7792,Adult,0
529,0,3,male,39.0,0,0,7.925,S,1,True,39.0,Unknown,1,1,1,False,7.925,Adult,0
530,0,2,male,23.0,2,1,11.5,S,4,False,23.0,Unknown,1,1,1,False,11.5,YoungAdult,0
531,1,2,female,2.0,1,1,26.0,S,3,False,2.0,Unknown,2,2,2,False,26.0,Child,1
532,0,3,male,,0,0,7.2292,C,1,True,25.0,Unknown,1,1,1,False,7.2292,YoungAdult,0
533,0,3,male,17.0,1,1,7.2292,C,3,False,17.0,Unknown,1,1,1,False,7.2292,Teen,0
534,1,3,female,,0,2,22.3583,C,3,False,21.5,Unknown,2,2,2,False,22.3583,YoungAdult,1
535,0,3,female,30.0,0,0,8.6625,S,1,True,30.0,Unknown,1,1,1,False,8.6625,YoungAdult,1
536,1,2,female,7.0,0,2,26.25,S,3,False,7.0,Unknown,3,3,3,False,26.25,Child,1
537,0,1,male,45.0,0,0,26.55,S,1,True,45.0,B,1,1,1,False,26.55,Adult,0
538,1,1,female,30.0,0,0,106.425,C,1,True,30.0,Unknown,2,2,2,False,106.425,YoungAdult,1
539,0,3,male,,0,0,14.5,S,1,True,25.0,Unknown,1,1,1,False,14.5,YoungAdult,0
540,1,1,female,22.0,0,2,49.5,C,3,False,22.0,B,1,1,1,False,49.5,YoungAdult,1
541,1,1,female,36.0,0,2,71.0,S,3,False,36.0,B,2,2,2,False,71.0,Adult,1
542,0,3,female,9.0,4,2,31.275,S,7,False,9.0,Unknown,7,7,7,False,31.275,Child,1
543,0,3,female,11.0,4,2,31.275,S,7,False,11.0,Unknown,7,7,7,False,31.275,Child,1
544,1,2,male,32.0,1,0,26.0,S,2,False,32.0,Unknown,2,2,2,False,26.0,Adult,0
545,0,1,male,50.0,1,0,106.425,C,2,False,50.0,C,2,2,2,False,106.425,Adult,0
546,0,1,male,64.0,0,0,26.0,S,1,True,64.0,Unknown,1,1,1,False,26.0,Senior,0
547,1,2,female,19.0,1,0,26.0,S,2,False,19.0,Unknown,2,2,2,False,26.0,YoungAdult,1
548,1,2,male,,0,0,13.8625,C,1,True,30.0,Unknown,1,1,1,False,13.8625,YoungAdult,0
549,0,3,male,33.0,1,1,20.525,S,3,False,33.0,Unknown,3,3,3,False,20.525,Adult,0
550,1,2,male,8.0,1,1,36.75,S,3,False,8.0,Unknown,2,2,2,False,36.75,Child,0
551,1,1,male,17.0,0,2,110.8833,C,3,False,17.0,C,4,4,4,False,110.8833,Teen,0
552,0,2,male,27.0,0,0,26.0,S,1,True,27.0,Unknown,1,1,1,False,26.0,YoungAdult,0
553,0,3,male,,0,0,7.8292,Q,1,True,25.0,Unknown,1,1,1,False,7.8292,YoungAdult,0
554,1,3,male,22.0,0,0,7.225,C,1,True,22.0,Unknown,1,1,1,False,7.225,YoungAdult,0
555,1,3,female,22.0,0,0,7.775,S,1,True,22.0,Unknown,1,1,1,False,7.775,YoungAdult,1
556,0,1,male,62.0,0,0,26.55,S,1,True,62.0,Unknown,1,1,1,False,26.55,Senior,0
557,1,1,female,48.0,1,0,39.6,C,2,False,48.0,A,1,1,1,False,39.6,Adult,1
558,0,1,male,,0,0,227.525,C,1,True,40.0,Unknown,4,4,4,False,227.525,Adult,0
559,1,1,female,39.0,1,1,79.65,S,3,False,39.0,E,3,3,3,False,79.65,Adult,1
560,1,3,female,36.0,1,0,17.4,S,2,False,36.0,Unknown,1,1,1,False,17.4,Adult,1
561,0,3,male,,0,0,7.75,Q,1,True,25.0,Unknown,1,1,1,False,7.75,YoungAdult,0
562,0,3,male,40.0,0,0,7.8958,S,1,True,40.0,Unknown,1,1,1,False,7.8958,Adult,0
563,0,2,male,28.0,0,0,13.5,S,1,True,28.0,Unknown,1,1,1,False,13.5,YoungAdult,0
564,0,3,male,,0,0,8.05,S,1,True,25.0,Unknown,1,1,1,False,8.05,YoungAdult,0
565,0,3,female,,0,0,8.05,S,1,True,21.5,Unknown,1,1,1,False,8.05,YoungAdult,1
566,0,3,male,24.0,2,0,24.15,S,3,False,24.0,Unknown,2,2,2,False,24.15,YoungAdult,0
567,0,3,male,19.0,0,0,7.8958,S,1,True,19.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
568,0,3,female,29.0,0,4,21.075,S,5,False,29.0,Unknown,4,4,4,False,21.075,YoungAdult,1
569,0,3,male,,0,0,7.2292,C,1,True,25.0,Unknown,1,1,1,False,7.2292,YoungAdult,0
570,1,3,male,32.0,0,0,7.8542,S,1,True,32.0,Unknown,1,1,1,False,7.8542,Adult,0
571,1,2,male,62.0,0,0,10.5,S,1,True,62.0,Unknown,1,1,1,False,10.5,Senior,0
572,1,1,female,53.0,2,0,51.4792,S,3,False,53.0,C,1,1,1,False,51.4792,Adult,1
573,1,1,male,36.0,0,0,26.3875,S,1,True,36.0,E,1,1,1,False,26.3875,Adult,0
574,1,3,female,,0,0,7.75,Q,1,True,21.5,Unknown,1,1,1,False,7.75,YoungAdult,1
575,0,3,male,16.0,0,0,8.05,S,1,True,16.0,Unknown,1,1,1,False,8.05,Teen,0
576,0,3,male,19.0,0,0,14.5,S,1,True,19.0,Unknown,2,2,2,False,14.5,YoungAdult,0
577,1,2,female,34.0,0,0,13.0,S,1,True,34.0,Unknown,1,1,1,False,13.0,Adult,1
578,1,1,female,39.0,1,0,55.9,S,2,False,39.0,E,2,2,2,False,55.9,Adult,1
579,0,3,female,,1,0,14.4583,C,2,False,21.5,Unknown,1,1,1,False,14.4583,YoungAdult,1
580,1,3,male,32.0,0,0,7.925,S,1,True,32.0,Unknown,1,1,1,False,7.925,Adult,0
581,1,2,female,25.0,1,1,30.0,S,3,False,25.0,Unknown,1,1,1,False,30.0,YoungAdult,1
582,1,1,female,39.0,1,1,110.8833,C,3,False,39.0,C,4,4,4,False,110.8833,Adult,1
583,0,2,male,54.0,0,0,26.0,S,1,True,54.0,Unknown,2,2,2,False,26.0,Adult,0
584,0,1,male,36.0,0,0,40.125,C,1,True,36.0,A,1,1,1,False,40.125,Adult,0
585,0,3,male,,0,0,8.7125,C,1,True,25.0,Unknown,1,1,1,False,8.7125,YoungAdult,0
586,1,1,female,18.0,0,2,79.65,S,3,False,18.0,E,3,3,3,False,79.65,YoungAdult,1
587,0,2,male,47.0,0,0,15.0,S,1,True,47.0,Unknown,1,1,1,False,15.0,Adult,0
588,1,1,male,60.0,1,1,79.2,C,3,False,60.0,B,1,1,1,False,79.2,Adult,0
589,0,3,male,22.0,0,0,8.05,S,1,True,22.0,Unknown,1,1,1,False,8.05,YoungAdult,0
590,0,3,male,,0,0,8.05,S,1,True,25.0,Unknown,1,1,1,False,8.05,YoungAdult,0
591,0,3,male,35.0,0,0,7.125,S,1,True,35.0,Unknown,1,1,1,False,7.125,Adult,0
592,1,1,female,52.0,1,0,78.2667,C,2,False,52.0,D,2,2,2,False,78.2667,Adult,1
593,0,3,male,47.0,0,0,7.25,S,1,True,47.0,Unknown,1,1,1,False,7.25,Adult,0
594,0,3,female,,0,2,7.75,Q,3,False,21.5,Unknown,1,1,1,False,7.75,YoungAdult,1
595,0,2,male,37.0,1,0,26.0,S,2,False,37.0,Unknown,1,1,1,False,26.0,Adult,0
596,0,3,male,36.0,1,1,24.15,S,3,False,36.0,Unknown,3,3,3,False,24.15,Adult,0
597,1,2,female,,0,0,33.0,S,1,True,28.0,Unknown,3,3,3,False,33.0,YoungAdult,1
598,0,3,male,49.0,0,0,0.0,S,1,True,49.0,Unknown,4,4,4,False,0.0,Adult,0
599,0,3,male,,0,0,7.225,C,1,True,25.0,Unknown,1,1,1,False,7.225,YoungAdult,0
600,1,1,male,49.0,1,0,56.9292,C,2,False,49.0,A,2,2,2,False,56.9292,Adult,0
601,1,2,female,24.0,2,1,27.0,S,4,False,24.0,Unknown,2,2,2,False,27.0,YoungAdult,1
602,0,3,male,,0,0,7.8958,S,1,True,25.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
603,0,1,male,,0,0,42.4,S,1,True,40.0,Unknown,1,1,1,False,42.4,Adult,0
604,0,3,male,44.0,0,0,8.05,S,1,True,44.0,Unknown,1,1,1,False,8.05,Adult,0
605,1,1,male,35.0,0,0,26.55,C,1,True,35.0,Unknown,1,1,1,False,26.55,Adult,0
606,0,3,male,36.0,1,0,15.55,S,2,False,36.0,Unknown,1,1,1,False,15.55,Adult,0
607,0,3,male,30.0,0,0,7.8958,S,1,True,30.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
608,1,1,male,27.0,0,0,30.5,S,1,True,27.0,Unknown,1,1,1,False,30.5,YoungAdult,0
609,1,2,female,22.0,1,2,41.5792,C,4,False,22.0,Unknown,3,3,3,False,41.5792,YoungAdult,1
610,1,1,female,40.0,0,0,153.4625,S,1,True,40.0,C,3,3,3,False,153.4625,Adult,1
611,0,3,female,39.0,1,5,31.275,S,7,False,39.0,Unknown,7,7,7,False,31.275,Adult,1
612,0,3,male,,0,0,7.05,S,1,True,25.0,Unknown,1,1,1,False,7.05,YoungAdult,0
613,1,3,female,,1,0,15.5,Q,2,False,21.5,Unknown,2,2,2,False,15.5,YoungAdult,1
614,0,3,male,,0,0,7.75,Q,1,True,25.0,Unknown,1,1,1,False,7.75,YoungAdult,0
615,0,3,male,35.0,0,0,8.05,S,1,True,35.0,Unknown,1,1,1,False,8.05,Adult,0
616,1,2,female,24.0,1,2,65.0,S,4,False,24.0,Unknown,2,2,2,False,65.0,YoungAdult,1
617,0,3,male,34.0,1,1,14.4,S,3,False,34.0,Unknown,2,2,2,False,14.4,Adult,0
618,0,3,female,26.0,1,0,16.1,S,2,False,26.0,Unknown,2,2,2,False,16.1,YoungAdult,1
619,1,2,female,4.0,2,1,39.0,S,4,False,4.0,F,2,2,2,False,39.0,Child,1
620,0,2,male,26.0,0,0,10.5,S,1,True,26.0,Unknown,1,1,1,False,10.5,YoungAdult,0
621,0,3,male,27.0,1,0,14.4542,C,2,False,27.0,Unknown,2,2,2,False,14.4542,YoungAdult,0
622,1,1,male,42.0,1,0,52.5542,S,2,False,42.0,D,1,1,1,False,52.5542,Adult,0
623,1,3,male,20.0,1,1,15.7417,C,3,False,20.0,Unknown,2,2,2,False,15.7417,YoungAdult,0
624,0,3,male,21.0,0,0,7.8542,S,1,True,21.0,Unknown,1,1,1,False,7.8542,YoungAdult,0
625,0,3,male,21.0,0,0,16.1,S,1,True,21.0,Unknown,2,2,2,False,16.1,YoungAdult,0
626,0,1,male,61.0,0,0,32.3208,S,1,True,61.0,D,1,1,1,False,32.3208,Senior,0
627,0,2,male,57.0,0,0,12.35,Q,1,True,57.0,Unknown,1,1,1,False,12.35,Adult,0
628,1,1,female,21.0,0,0,77.9583,S,1,True,21.0,D,3,3,3,False,77.9583,YoungAdult,1
629,0,3,male,26.0,0,0,7.8958,S,1,True,26.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
630,0,3,male,,0,0,7.7333,Q,1,True,25.0,Unknown,1,1,1,False,7.7333,YoungAdult,0
631,1,1,male,80.0,0,0,30.0,S,1,True,80.0,A,1,1,1,False,30.0,Senior,0
632,0,3,male,51.0,0,0,7.0542,S,1,True,51.0,Unknown,1,1,1,False,7.0542,Adult,0
633,1,1,male,32.0,0,0,30.5,C,1,True,32.0,B,1,1,1,False,30.5,Adult,0
634,0,1,male,,0,0,0.0,S,1,True,40.0,Unknown,1,1,1,False,0.0,Adult,0
635,0,3,female,9.0,3,2,27.9,S,6,False,9.0,Unknown,6,6,6,False,27.9,Child,1
636,1,2,female,28.0,0,0,13.0,S,1,True,28.0,Unknown,1,1,1,False,13.0,YoungAdult,1
637,0,3,male,32.0,0,0,7.925,S,1,True,32.0,Unknown,1,1,1,False,7.925,Adult,0
638,0,2,male,31.0,1,1,26.25,S,3,False,31.0,Unknown,3,3,3,False,26.25,Adult,0
639,0,3,female,41.0,0,5,39.6875,S,6,False,41.0,Unknown,6,6,6,False,39.6875,Adult,1
640,0,3,male,,1,0,16.1,S,2,False,25.0,Unknown,2,2,2,False,16.1,YoungAdult,0
641,0,3,male,20.0,0,0,7.8542,S,1,True,20.0,Unknown,1,1,1,False,7.8542,YoungAdult,0
642,1,1,female,24.0,0,0,69.3,C,1,True,24.0,B,2,2,2,False,69.3,YoungAdult,1
643,0,3,female,2.0,3,2,27.9,S,6,False,2.0,Unknown,6,6,6,False,27.9,Child,1
644,1,3,male,,0,0,56.4958,S,1,True,25.0,Unknown,7,7,7,False,56.4958,YoungAdult,0
645,1,3,female,0.75,2,1,19.2583,C,4,False,0.75,Unknown,4,4,4,False,19.2583,Child,1
646,1,1,male,48.0,1,0,76.7292,C,2,False,48.0,D,3,3,3,False,76.7292,Adult,0
647,0,3,male,19.0,0,0,7.8958,S,1,True,19.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
648,1,1,male,56.0,0,0,35.5,C,1,True,56.0,A,1,1,1,False,35.5,Adult,0
649,0,3,male,,0,0,7.55,S,1,True,25.0,Unknown,1,1,1,False,7.55,YoungAdult,0
650,1,3,female,23.0,0,0,7.55,S,1,True,23.0,Unknown,1,1,1,False,7.55,YoungAdult,1
651,0,3,male,,0,0,7.8958,S,1,True,25.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
652,1,2,female,18.0,0,1,23.0,S,2,False,18.0,Unknown,2,2,2,False,23.0,YoungAdult,1
653,0,3,male,21.0,0,0,8.4333,S,1,True,21.0,Unknown,1,1,1,False,8.4333,YoungAdult,0
654,1,3,female,,0,0,7.8292,Q,1,True,21.5,Unknown,1,1,1,False,7.8292,YoungAdult,1
655,0,3,female,18.0,0,0,6.75,Q,1,True,18.0,Unknown,1,1,1,False,6.75,YoungAdult,1
656,0,2,male,24.0,2,0,73.5,S,3,False,24.0,Unknown,5,5,5,False,73.5,YoungAdult,0
657,0,3,male,,0,0,7.8958,S,1,True,25.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
658,0,3,female,32.0,1,1,15.5,Q,3,False,32.0,Unknown,2,2,2,False,15.5,Adult,1
659,0,2,male,23.0,0,0,13.0,S,1,True,23.0,Unknown,1,1,1,False,13.0,YoungAdult,0
660,0,1,male,58.0,0,2,113.275,C,3,False,58.0,D,3,3,3,False,113.275,Adult,0
661,1,1,male,50.0,2,0,133.65,S,3,False,50.0,Unknown,2,2,2,False,133.65,Adult,0
662,0,3,male,40.0,0,0,7.225,C,1,True,40.0,Unknown,1,1,1,False,7.225,Adult,0
663,0,1,male,47.0,0,0,25.5875,S,1,True,47.0,E,1,1,1,False,25.5875,Adult,0
664,0,3,male,36.0,0,0,7.4958,S,1,True,36.0,Unknown,1,1,1,False,7.4958,Adult,0
665,1,3,male,20.0,1,0,7.925,S,2,False,20.0,Unknown,1,1,1,False,7.925,YoungAdult,0
666,0,2,male,32.0,2,0,73.5,S,3,False,32.0,Unknown,5,5,5,False,73.5,Adult,0
667,0,2,male,25.0,0,0,13.0,S,1,True,25.0,Unknown,1,1,1,False,13.0,YoungAdult,0
668,0,3,male,,0,0,7.775,S,1,True,25.0,Unknown,1,1,1,False,7.775,YoungAdult,0
669,0,3,male,43.0,0,0,8.05,S,1,True,43.0,Unknown,1,1,1,False,8.05,Adult,0
670,1,1,female,,1,0,52.0,S,2,False,35.0,C,2,2,2,False,52.0,Adult,1
671,1,2,female,40.0,1,1,39.0,S,3,False,40.0,Unknown,2,2,2,False,39.0,Adult,1
672,0,1,male,31.0,1,0,52.0,S,2,False,31.0,B,1,1,1,False,52.0,Adult,0
673,0,2,male,70.0,0,0,10.5,S,1,True,70.0,Unknown,1,1,1,False,10.5,Senior,0
674,1,2,male,31.0,0,0,13.0,S,1,True,31.0,Unknown,1,1,1,False,13.0,Adult,0
675,0,2,male,,0,0,0.0,S,1,True,30.0,Unknown,1,1,1,False,0.0,YoungAdult,0
676,0,3,male,18.0,0,0,7.775,S,1,True,18.0,Unknown,1,1,1,False,7.775,YoungAdult,0
677,0,3,male,24.5,0,0,8.05,S,1,True,24.5,Unknown,1,1,1,False,8.05,YoungAdult,0
678,1,3,female,18.0,0,0,9.8417,S,1,True,18.0,Unknown,1,1,1,False,9.8417,YoungAdult,1
679,0,3,female,43.0,1,6,46.9,S,8,False,43.0,Unknown,6,6,6,False,46.9,Adult,1
680,1,1,male,36.0,0,1,512.3292,C,2,False,36.0,B,3,3,3,True,249.00622000000035,Adult,0
681,0,3,female,,0,0,8.1375,Q,1,True,21.5,Unknown,1,1,1,False,8.1375,YoungAdult,1
682,1,1,male,27.0,0,0,76.7292,C,1,True,27.0,D,3,3,3,False,76.7292,YoungAdult,0
683,0,3,male,20.0,0,0,9.225,S,1,True,20.0,Unknown,1,1,1,False,9.225,YoungAdult,0
684,0,3,male,14.0,5,2,46.9,S,8,False,14.0,Unknown,6,6,6,False,46.9,Teen,0
685,0,2,male,60.0,1,1,39.0,S,3,False,60.0,Unknown,2,2,2,False,39.0,Adult,0
686,0,2,male,25.0,1,2,41.5792,C,4,False,25.0,Unknown,3,3,3,False,41.5792,YoungAdult,0
687,0,3,male,14.0,4,1,39.6875,S,6,False,14.0,Unknown,6,6,6,False,39.6875,Teen,0
688,0,3,male,19.0,0,0,10.1708,S,1,True,19.0,Unknown,1,1,1,False,10.1708,YoungAdult,0
689,0,3,male,18.0,0,0,7.7958,S,1,True,18.0,Unknown,1,1,1,False,7.7958,YoungAdult,0
690,1,1,female,15.0,0,1,211.3375,S,2,False,15.0,B,3,3,3,False,211.3375,Teen,1
691,1,1,male,31.0,1,0,57.0,S,2,False,31.0,B,2,2,2,False,57.0,Adult,0
692,1,3,female,4.0,0,1,13.4167,C,2,False,4.0,Unknown,1,1,1,False,13.4167,Child,1
693,1,3,male,,0,0,56.4958,S,1,True,25.0,Unknown,7,7,7,False,56.4958,YoungAdult,0
694,0,3,male,25.0,0,0,7.225,C,1,True,25.0,Unknown,1,1,1,False,7.225,YoungAdult,0
695,0,1,male,60.0,0,0,26.55,S,1,True,60.0,Unknown,1,1,1,False,26.55,Adult,0
696,0,2,male,52.0,0,0,13.5,S,1,True,52.0,Unknown,1,1,1,False,13.5,Adult,0
697,0,3,male,44.0,0,0,8.05,S,1,True,44.0,Unknown,1,1,1,False,8.05,Adult,0
698,1,3,female,,0,0,7.7333,Q,1,True,21.5,Unknown,1,1,1,False,7.7333,YoungAdult,1
699,0,1,male,49.0,1,1,110.8833,C,3,False,49.0,C,4,4,4,False,110.8833,Adult,0
700,0,3,male,42.0,0,0,7.65,S,1,True,42.0,F,1,1,1,False,7.65,Adult,0
701,1,1,female,18.0,1,0,227.525,C,2,False,18.0,C,4,4,4,False,227.525,YoungAdult,1
702,1,1,male,35.0,0,0,26.2875,S,1,True,35.0,E,1,1,1,False,26.2875,Adult,0
703,0,3,female,18.0,0,1,14.4542,C,2,False,18.0,Unknown,2,2,2,False,14.4542,YoungAdult,1
704,0,3,male,25.0,0,0,7.7417,Q,1,True,25.0,Unknown,1,1,1,False,7.7417,YoungAdult,0
705,0,3,male,26.0,1,0,7.8542,S,2,False,26.0,Unknown,1,1,1,False,7.8542,YoungAdult,0
706,0,2,male,39.0,0,0,26.0,S,1,True,39.0,Unknown,2,2,2,False,26.0,Adult,0
707,1,2,female,45.0,0,0,13.5,S,1,True,45.0,Unknown,1,1,1,False,13.5,Adult,1
708,1,1,male,42.0,0,0,26.2875,S,1,True,42.0,E,1,1,1,False,26.2875,Adult,0
709,1,1,female,22.0,0,0,151.55,S,1,True,22.0,Unknown,4,4,4,False,151.55,YoungAdult,1
710,1,3,male,,1,1,15.2458,C,3,False,25.0,Unknown,2,2,2,False,15.2458,YoungAdult,0
711,1,1,female,24.0,0,0,49.5042,C,1,True,24.0,C,1,1,1,False,49.5042,YoungAdult,1
712,0,1,male,,0,0,26.55,S,1,True,40.0,C,1,1,1,False,26.55,Adult,0
713,1,1,male,48.0,1,0,52.0,S,2,False,48.0,C,2,2,2,False,52.0,Adult,0
714,0,3,male,29.0,0,0,9.4833,S,1,True,29.0,Unknown,1,1,1,False,9.4833,YoungAdult,0
715,0,2,male,52.0,0,0,13.0,S,1,True,52.0,Unknown,2,2,2,False,13.0,Adult,0
716,0,3,male,19.0,0,0,7.65,S,1,True,19.0,F,1,1,1,False,7.65,YoungAdult,0
717,1,1,female,38.0,0,0,227.525,C,1,True,38.0,C,4,4,4,False,227.525,Adult,1
718,1,2,female,27.0,0,0,10.5,S,1,True,27.0,E,1,1,1,False,10.5,YoungAdult,1
719,0,3,male,,0,0,15.5,Q,1,True,25.0,Unknown,1,1,1,False,15.5,YoungAdult,0
720,0,3,male,33.0,0,0,7.775,S,1,True,33.0,Unknown,1,1,1,False,7.775,Adult,0
721,1,2,female,6.0,0,1,33.0,S,2,False,6.0,Unknown,3,3,3,False,33.0,Child,1
722,0,3,male,17.0,1,0,7.0542,S,2,False,17.0,Unknown,1,1,1,False,7.0542,Teen,0
723,0,2,male,34.0,0,0,13.0,S,1,True,34.0,Unknown,1,1,1,False,13.0,Adult,0
724,0,2,male,50.0,0,0,13.0,S,1,True,50.0,Unknown,1,1,1,False,13.0,Adult,0
725,1,1,male,27.0,1,0,53.1,S,2,False,27.0,E,2,2,2,False,53.1,YoungAdult,0
726,0,3,male,20.0,0,0,8.6625,S,1,True,20.0,Unknown,1,1,1,False,8.6625,YoungAdult,0
727,1,2,female,30.0,3,0,21.0,S,4,False,30.0,Unknown,2,2,2,False,21.0,YoungAdult,1
728,1,3,female,,0,0,7.7375,Q,1,True,21.5,Unknown,1,1,1,False,7.7375,YoungAdult,1
729,0,2,male,25.0,1,0,26.0,S,2,False,25.0,Unknown,1,1,1,False,26.0,YoungAdult,0
730,0,3,female,25.0,1,0,7.925,S,2,False,25.0,Unknown,1,1,1,False,7.925,YoungAdult,1
731,1,1,female,29.0,0,0,211.3375,S,1,True,29.0,B,3,3,3,False,211.3375,YoungAdult,1
732,0,3,male,11.0,0,0,18.7875,C,1,True,11.0,Unknown,2,2,2,False,18.7875,Child,0
733,0,2,male,,0,0,0.0,S,1,True,30.0,Unknown,1,1,1,False,0.0,YoungAdult,0
734,0,2,male,23.0,0,0,13.0,S,1,True,23.0,Unknown,1,1,1,False,13.0,YoungAdult,0
735,0,2,male,23.0,0,0,13.0,S,1,True,23.0,Unknown,1,1,1,False,13.0,YoungAdult,0
736,0,3,male,28.5,0,0,16.1,S,1,True,28.5,Unknown,2,2,2,False,16.1,YoungAdult,0
737,0,3,female,48.0,1,3,34.375,S,5,False,48.0,Unknown,4,4,4,False,34.375,Adult,1
738,1,1,male,35.0,0,0,512.3292,C,1,True,35.0,B,3,3,3,True,249.00622000000035,Adult,0
739,0,3,male,,0,0,7.8958,S,1,True,25.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
740,0,3,male,,0,0,7.8958,S,1,True,25.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
741,1,1,male,,0,0,30.0,S,1,True,40.0,D,1,1,1,False,30.0,Adult,0
742,0,1,male,36.0,1,0,78.85,S,2,False,36.0,C,2,2,2,False,78.85,Adult,0
743,1,1,female,21.0,2,2,262.375,C,5,False,21.0,B,2,2,2,True,249.00622000000035,YoungAdult,1
744,0,3,male,24.0,1,0,16.1,S,2,False,24.0,Unknown,1,1,1,False,16.1,YoungAdult,0
745,1,3,male,31.0,0,0,7.925,S,1,True,31.0,Unknown,1,1,1,False,7.925,Adult,0
746,0,1,male,70.0,1,1,71.0,S,3,False,70.0,B,2,2,2,False,71.0,Senior,0
747,0,3,male,16.0,1,1,20.25,S,3,False,16.0,Unknown,2,2,2,False,20.25,Teen,0
748,1,2,female,30.0,0,0,13.0,S,1,True,30.0,Unknown,1,1,1,False,13.0,YoungAdult,1
749,0,1,male,19.0,1,0,53.1,S,2,False,19.0,D,1,1,1,False,53.1,YoungAdult,0
750,0,3,male,31.0,0,0,7.75,Q,1,True,31.0,Unknown,1,1,1,False,7.75,Adult,0
751,1,2,female,4.0,1,1,23.0,S,3,False,4.0,Unknown,1,1,1,False,23.0,Child,1
752,1,3,male,6.0,0,1,12.475,S,2,False,6.0,E,2,2,2,False,12.475,Child,0
753,0,3,male,33.0,0,0,9.5,S,1,True,33.0,Unknown,1,1,1,False,9.5,Adult,0
754,0,3,male,23.0,0,0,7.8958,S,1,True,23.0,Unknown,1,1,1,False,7.8958,YoungAdult,0
755,1,2,female,48.0,1,2,65.0,S,4,False,48.0,Unknown,2,2,2,False,65.0,Adult,1
756,1,2,male,0.67,1,1,14.5,S,3,False,0.67,Unknown,2,2,2,False,14.5,Child,0
757,0,3,male,28.0,0,0,7.7958,S,1,True,28.0,Unknown,1,1,1,False,7.7958,YoungAdult,0
758,0,2,male,18.0,0,0,11.5,S,1,True,18.0,Unknown,1,1,1,False,11.5,YoungAdult,0
759,0,3,male,34.0,0,0,8.05,S,1,True,34.0,Unknown,1,1,1,False,8.05,Adult,0
760,1,1,female,33.0,0,0,86.5,S,1,True,33.0,B,3,3,3,False,86.5,Adult,1
761,0,3,male,,0,0,14.5,S,1,True,25.0,Unknown,2,2,2,False,14.5,YoungAdult,0
762,0,3,male,41.0,0,0,7.125,S,1,True,41.0,Unknown,1,1,1,False,7.125,Adult,0
763,1,3,male,20.0,0,0,7.2292,C,1,True,20.0,Unknown,1,1,1,False,7.2292,YoungAdult,0
764,1,1,female,36.0,1,2,120.0,S,4,False,36.0,B,4,4,4,False,120.0,Adult,1
765,0,3,male,16.0,0,0,7.775,S,1,True,16.0,Unknown,1,1,1,False,7.775,Teen,0
766,1,1,female,51.0,1,0,77.9583,S,2,False,51.0,D,3,3,3,False,77.9583,Adult,1
767,0,1,male,,0,0,39.6,C,1,True,40.0,Unknown,1,1,1,False,39.6,Adult,0
768,0,3,female,30.5,0,0,7.75,Q,1,True,30.5,Unknown,1,1,1,False,7.75,YoungAdult,1
